name,popularity,date_added,release_year,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_emotion
Aloo Chaat (Title Track),45,2019-04-10 12:30:44+00:00,2009,"['RDB', 'Nindy Kaur', 'Smooth']",0.792,0.959,9.0,-2.579,0.0,0.0913,0.338,0.0,0.275,0.874,115.015,audio_features,2VKmGMytOeT0F3P5gwNWyi,spotify:track:2VKmGMytOeT0F3P5gwNWyi,https://api.spotify.com/v1/tracks/2VKmGMytOeT0F3P5gwNWyi,https://api.spotify.com/v1/audio-analysis/2VKmGMytOeT0F3P5gwNWyi,309747.0,4.0,happy
Aaja Nachle,38,2019-04-10 12:31:45+00:00,1998,"['Bally Sagoo', 'Hans Raj Hans']",0.823,0.91,1.0,-8.528,0.0,0.0321,0.0126,1.53e-05,0.0805,0.895,136.552,audio_features,0Hm5yJcxMRZlAlQEmR2BiK,spotify:track:0Hm5yJcxMRZlAlQEmR2BiK,https://api.spotify.com/v1/tracks/0Hm5yJcxMRZlAlQEmR2BiK,https://api.spotify.com/v1/audio-analysis/0Hm5yJcxMRZlAlQEmR2BiK,395027.0,4.0,happy
"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri)",53,2019-04-10 12:38:23+00:00,2018,"['Dr Zeus', 'Snoop Dogg', 'Zora Randhawa', 'Nargis Fakhri']",0.889,0.879,6.0,-4.475,0.0,0.294,0.172,0.0,0.792,0.752,96.016,audio_features,3cvMKd8PNsfNyyXtxWil9o,spotify:track:3cvMKd8PNsfNyyXtxWil9o,https://api.spotify.com/v1/tracks/3cvMKd8PNsfNyyXtxWil9o,https://api.spotify.com/v1/audio-analysis/3cvMKd8PNsfNyyXtxWil9o,172360.0,4.0,happy
Chikni Chameli,66,2019-04-10 13:12:31+00:00,2011,"['Ajay-Atul', 'Shreya Ghoshal']",0.693,0.956,1.0,-5.012,0.0,0.071,0.289,0.0,0.294,0.665,90.005,audio_features,1vSXwYeKnzsVvekSpqVabx,spotify:track:1vSXwYeKnzsVvekSpqVabx,https://api.spotify.com/v1/tracks/1vSXwYeKnzsVvekSpqVabx,https://api.spotify.com/v1/audio-analysis/1vSXwYeKnzsVvekSpqVabx,301587.0,4.0,happy
Main Aisa Kyon Hoon,44,2019-04-11 05:13:24+00:00,2004,"['Shankar-Ehsaan-Loy', 'Shaan']",0.809,0.509,0.0,-4.856,1.0,0.0391,0.031,0.0,0.175,0.921,95.993,audio_features,11ipwX6rA4f5KMTYB7QFXj,spotify:track:11ipwX6rA4f5KMTYB7QFXj,https://api.spotify.com/v1/tracks/11ipwX6rA4f5KMTYB7QFXj,https://api.spotify.com/v1/audio-analysis/11ipwX6rA4f5KMTYB7QFXj,274267.0,4.0,happy
Nagada Sang Dhol,0,2019-04-11 05:14:23+00:00,2013,"['Shreya Ghoshal', 'Osman Mir']",0.73,0.944,3.0,-3.48,0.0,0.164,0.266,0.00443,0.0354,0.657,113.309,audio_features,4ila6GeGBPGmJTGRoHOV5E,spotify:track:4ila6GeGBPGmJTGRoHOV5E,https://api.spotify.com/v1/tracks/4ila6GeGBPGmJTGRoHOV5E,https://api.spotify.com/v1/audio-analysis/4ila6GeGBPGmJTGRoHOV5E,273319.0,3.0,happy
Patakha Guddi,59,2019-04-11 05:16:14+00:00,2014,"['Sultana', 'Jyoti Nooran']",0.814,0.791,11.0,-5.057,1.0,0.0934,0.25,0.0,0.124,0.902,130.941,audio_features,7jpmNt5iCtSdXuT1xEGp8O,spotify:track:7jpmNt5iCtSdXuT1xEGp8O,https://api.spotify.com/v1/tracks/7jpmNt5iCtSdXuT1xEGp8O,https://api.spotify.com/v1/audio-analysis/7jpmNt5iCtSdXuT1xEGp8O,285186.0,4.0,happy
Katiya Karun,57,2019-04-11 05:16:34+00:00,2011,['Harshdeep Kaur'],0.644,0.705,2.0,-8.307,1.0,0.0712,0.627,3.79e-06,0.0591,0.928,175.973,audio_features,1qPhMBWYNCxVwMGARrySde,spotify:track:1qPhMBWYNCxVwMGARrySde,https://api.spotify.com/v1/tracks/1qPhMBWYNCxVwMGARrySde,https://api.spotify.com/v1/audio-analysis/1qPhMBWYNCxVwMGARrySde,238000.0,4.0,happy
,0,2019-04-11 05:17:52+00:00,0,[''],0.511,0.561,9.0,-5.593,1.0,0.0751,0.236,0.0,0.102,0.667,169.989,audio_features,48Fwslpzf5XO7qXX9Ho8v9,spotify:track:48Fwslpzf5XO7qXX9Ho8v9,https://api.spotify.com/v1/tracks/48Fwslpzf5XO7qXX9Ho8v9,https://api.spotify.com/v1/audio-analysis/48Fwslpzf5XO7qXX9Ho8v9,313320.0,4.0,happy
Sab Fade Jange,48,2019-04-11 05:22:16+00:00,2019,['Parmish Verma'],0.625,0.792,9.0,-3.062,0.0,0.0952,0.0322,0.0,0.124,0.751,171.997,audio_features,3WYqejjKyqTVa8FX5ZyMau,spotify:track:3WYqejjKyqTVa8FX5ZyMau,https://api.spotify.com/v1/tracks/3WYqejjKyqTVa8FX5ZyMau,https://api.spotify.com/v1/audio-analysis/3WYqejjKyqTVa8FX5ZyMau,247010.0,4.0,happy
Roobaroo,57,2019-04-11 05:25:38+00:00,2005,"['A.R. Rahman', 'Naresh Iyer']",0.675,0.582,9.0,-8.891,1.0,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,audio_features,3vqJY3pVELLIxqXXyI08yr,spotify:track:3vqJY3pVELLIxqXXyI08yr,https://api.spotify.com/v1/tracks/3vqJY3pVELLIxqXXyI08yr,https://api.spotify.com/v1/audio-analysis/3vqJY3pVELLIxqXXyI08yr,282973.0,4.0,happy
Papa Kahte Hain,55,2019-04-11 05:25:55+00:00,1988,['Udit Narayan'],0.66,0.606,0.0,-12.23,1.0,0.0348,0.455,5.02e-06,0.373,0.885,91.118,audio_features,4vEjxuEWYUumjsHzLYRmBs,spotify:track:4vEjxuEWYUumjsHzLYRmBs,https://api.spotify.com/v1/tracks/4vEjxuEWYUumjsHzLYRmBs,https://api.spotify.com/v1/audio-analysis/4vEjxuEWYUumjsHzLYRmBs,353667.0,4.0,happy
Gazab Ka Hai Din,52,2019-04-11 05:26:04+00:00,1988,"['Alka Yagnik', 'Udit Narayan']",0.526,0.278,7.0,-14.456,1.0,0.0392,0.873,0.000762,0.111,0.649,150.16,audio_features,7pgrtaEuvl8zpBC80CDKYS,spotify:track:7pgrtaEuvl8zpBC80CDKYS,https://api.spotify.com/v1/tracks/7pgrtaEuvl8zpBC80CDKYS,https://api.spotify.com/v1/audio-analysis/7pgrtaEuvl8zpBC80CDKYS,266720.0,4.0,happy
Yun Hi Chala Chal,58,2019-04-11 05:27:53+00:00,2004,"['Udit Narayan', 'Hariharan', 'Kailash Kher']",0.822,0.687,9.0,-8.167,1.0,0.0421,0.0593,0.0,0.0609,0.816,106.47,audio_features,3GrTI5vAoDD3VE24VTBJAc,spotify:track:3GrTI5vAoDD3VE24VTBJAc,https://api.spotify.com/v1/tracks/3GrTI5vAoDD3VE24VTBJAc,https://api.spotify.com/v1/audio-analysis/3GrTI5vAoDD3VE24VTBJAc,446987.0,4.0,happy
Chaar Shanivaar,31,2019-04-11 05:28:44+00:00,2015,"['Vishal Dadlani', 'Armaan Malik']",0.501,0.802,10.0,-6.044,0.0,0.211,0.217,0.0,0.156,0.804,79.898,audio_features,63MOJ9xs6xl3PfjzmzRDKv,spotify:track:63MOJ9xs6xl3PfjzmzRDKv,https://api.spotify.com/v1/tracks/63MOJ9xs6xl3PfjzmzRDKv,https://api.spotify.com/v1/audio-analysis/63MOJ9xs6xl3PfjzmzRDKv,214596.0,4.0,happy
Ae Mere Humsafar,63,2019-04-11 05:29:09+00:00,1988,"['Alka Yagnik', 'Udit Narayan']",0.436,0.499,7.0,-12.909,0.0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,audio_features,0dUbhFM18NyBDDpiktEQLk,spotify:track:0dUbhFM18NyBDDpiktEQLk,https://api.spotify.com/v1/tracks/0dUbhFM18NyBDDpiktEQLk,https://api.spotify.com/v1/audio-analysis/0dUbhFM18NyBDDpiktEQLk,355840.0,4.0,happy
Mere Sang,40,2019-04-11 05:29:30+00:00,2009,"['Pritam', 'Sunidhi Chauhan', 'Sandeep Shrivastava', 'Pankaj Awasthi']",0.624,0.535,0.0,-10.531,1.0,0.0376,0.642,5.31e-06,0.114,0.577,114.867,audio_features,585SYEI9JiuPwTifUycHe0,spotify:track:585SYEI9JiuPwTifUycHe0,https://api.spotify.com/v1/tracks/585SYEI9JiuPwTifUycHe0,https://api.spotify.com/v1/audio-analysis/585SYEI9JiuPwTifUycHe0,388362.0,4.0,happy
The Disco Song,60,2019-04-11 05:30:05+00:00,2012,"['Vishal-Shekhar', 'Benny Dayal', 'Sunidhi Chauhan', 'Nazia Hassan']",0.69,0.939,10.0,-6.441,0.0,0.0583,0.0102,0.0288,0.12,0.615,125.006,audio_features,3UaP2PQwhA31keZXt7oPLA,spotify:track:3UaP2PQwhA31keZXt7oPLA,https://api.spotify.com/v1/tracks/3UaP2PQwhA31keZXt7oPLA,https://api.spotify.com/v1/audio-analysis/3UaP2PQwhA31keZXt7oPLA,342093.0,4.0,happy
Breakup Party,0,2019-04-11 05:30:56+00:00,2019,['Yo Yo Honey Singh'],0.953,0.763,6.0,-7.042,1.0,0.0667,0.392,6.27e-06,0.0486,0.944,123.014,audio_features,5OXjZcA6snr9ypXP6RTW4i,spotify:track:5OXjZcA6snr9ypXP6RTW4i,https://api.spotify.com/v1/tracks/5OXjZcA6snr9ypXP6RTW4i,https://api.spotify.com/v1/audio-analysis/5OXjZcA6snr9ypXP6RTW4i,282906.0,4.0,happy
Brown Rang,0,2019-04-11 05:31:01+00:00,2019,['Yo Yo Honey Singh'],0.793,0.902,11.0,-1.994,0.0,0.0834,0.254,0.000924,0.0862,0.734,155.921,audio_features,5bTDaQ8knYJQhfSZVhw7hL,spotify:track:5bTDaQ8knYJQhfSZVhw7hL,https://api.spotify.com/v1/tracks/5bTDaQ8knYJQhfSZVhw7hL,https://api.spotify.com/v1/audio-analysis/5bTDaQ8knYJQhfSZVhw7hL,179091.0,4.0,happy
Chaar Botal Vodka,54,2019-04-11 05:32:48+00:00,2014,['Yo Yo Honey Singh'],0.877,0.881,4.0,-3.713,0.0,0.0713,0.421,0.000345,0.12,0.874,123.024,audio_features,0otoJd1qgMy43XGQZUZlAe,spotify:track:0otoJd1qgMy43XGQZUZlAe,https://api.spotify.com/v1/tracks/0otoJd1qgMy43XGQZUZlAe,https://api.spotify.com/v1/audio-analysis/0otoJd1qgMy43XGQZUZlAe,225837.0,4.0,happy
Ram Chahe Leela,0,2019-04-11 05:34:11+00:00,2015,['Bhoomi Trivedi'],0.693,0.891,5.0,-4.144,0.0,0.263,0.021,0.0,0.324,0.689,140.117,audio_features,4TbI79Lp4EikEDpF0G2tWa,spotify:track:4TbI79Lp4EikEDpF0G2tWa,https://api.spotify.com/v1/tracks/4TbI79Lp4EikEDpF0G2tWa,https://api.spotify.com/v1/audio-analysis/4TbI79Lp4EikEDpF0G2tWa,244286.0,4.0,happy
"Second Hand Jawaani (From ""Cocktail"")",0,2019-04-11 05:34:24+00:00,2015,"['Miss Pooja', 'Nakash Aziz', 'Neha Kakkar']",0.809,0.831,5.0,-4.043,0.0,0.06,0.0162,0.00276,0.0534,0.83,112.016,audio_features,0NAzYvyMIXfG7Qdo539EJl,spotify:track:0NAzYvyMIXfG7Qdo539EJl,https://api.spotify.com/v1/tracks/0NAzYvyMIXfG7Qdo539EJl,https://api.spotify.com/v1/audio-analysis/0NAzYvyMIXfG7Qdo539EJl,242377.0,4.0,happy
Mit Jaaye Gham (Dum Maaro Dum),47,2019-04-11 05:34:54+00:00,2011,"['Pritam', 'Anushka Manchanda']",0.747,0.921,0.0,-3.851,1.0,0.0859,0.0956,0.000164,0.0367,0.671,129.945,audio_features,33vhuNbI4A5BcXBYcw9wZx,spotify:track:33vhuNbI4A5BcXBYcw9wZx,https://api.spotify.com/v1/tracks/33vhuNbI4A5BcXBYcw9wZx,https://api.spotify.com/v1/audio-analysis/33vhuNbI4A5BcXBYcw9wZx,232734.0,4.0,happy
Te Amo (Duet),61,2019-04-11 05:35:00+00:00,2011,"['Pritam', 'Ash King', 'Sunidhi Chauhan']",0.594,0.757,11.0,-5.381,1.0,0.0504,0.606,0.0,0.251,0.597,127.894,audio_features,3x55c9UVpbURc2T02DLfEM,spotify:track:3x55c9UVpbURc2T02DLfEM,https://api.spotify.com/v1/tracks/3x55c9UVpbURc2T02DLfEM,https://api.spotify.com/v1/audio-analysis/3x55c9UVpbURc2T02DLfEM,284723.0,4.0,happy
Love Dose,70,2019-04-11 05:35:40+00:00,2014,['Yo Yo Honey Singh'],0.843,0.768,11.0,-4.554,0.0,0.117,0.256,0.0,0.614,0.662,139.998,audio_features,1QZRCi2Z1DQQaR6bGAzhtN,spotify:track:1QZRCi2Z1DQQaR6bGAzhtN,https://api.spotify.com/v1/tracks/1QZRCi2Z1DQQaR6bGAzhtN,https://api.spotify.com/v1/audio-analysis/1QZRCi2Z1DQQaR6bGAzhtN,224444.0,4.0,happy
Desi Kalakaar,71,2019-04-11 05:35:44+00:00,2014,['Yo Yo Honey Singh'],0.751,0.67,0.0,-4.587,1.0,0.267,0.0796,0.00018,0.0908,0.766,156.062,audio_features,7m4CgL81VVIHaaiSxyH922,spotify:track:7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/tracks/7m4CgL81VVIHaaiSxyH922,https://api.spotify.com/v1/audio-analysis/7m4CgL81VVIHaaiSxyH922,253353.0,4.0,happy
Yaar Naa Miley,61,2019-04-11 05:35:58+00:00,2014,"['Yo Yo Honey Singh', 'Jasmine Sandlas']",0.663,0.938,0.0,-2.894,0.0,0.0335,0.0102,9.01e-06,0.75,0.551,127.988,audio_features,56lHtVpvNxFSKewJKpeYc3,spotify:track:56lHtVpvNxFSKewJKpeYc3,https://api.spotify.com/v1/tracks/56lHtVpvNxFSKewJKpeYc3,https://api.spotify.com/v1/audio-analysis/56lHtVpvNxFSKewJKpeYc3,243206.0,4.0,happy
Ooh La La,56,2019-04-11 05:36:23+00:00,2011,"['Bappi Lahiri', 'Shreya Ghoshal']",0.742,0.972,6.0,-2.598,1.0,0.15,0.102,3.29e-05,0.0563,0.766,126.049,audio_features,77QLO6fafn5BGev2ADuFKz,spotify:track:77QLO6fafn5BGev2ADuFKz,https://api.spotify.com/v1/tracks/77QLO6fafn5BGev2ADuFKz,https://api.spotify.com/v1/audio-analysis/77QLO6fafn5BGev2ADuFKz,256021.0,4.0,happy
Caller Tune,0,2019-04-11 05:40:02+00:00,2014,"['Himesh Reshammiya', 'Neeti Mohan']",0.788,0.716,9.0,-3.846,0.0,0.129,0.0288,0.0,0.107,0.885,127.061,audio_features,6PKKVWO0KBTaYXMbOeRsBA,spotify:track:6PKKVWO0KBTaYXMbOeRsBA,https://api.spotify.com/v1/tracks/6PKKVWO0KBTaYXMbOeRsBA,https://api.spotify.com/v1/audio-analysis/6PKKVWO0KBTaYXMbOeRsBA,273107.0,4.0,happy
Soni De Nakhre,66,2019-04-11 05:40:13+00:00,2007,"['Wajid', 'Labh Janjua', 'Sneha Pant']",0.829,0.852,6.0,-5.4,1.0,0.0477,0.00698,0.000278,0.055,0.912,131.989,audio_features,4tBMbRwLJa5BjwJ6FrBlks,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,https://api.spotify.com/v1/tracks/4tBMbRwLJa5BjwJ6FrBlks,https://api.spotify.com/v1/audio-analysis/4tBMbRwLJa5BjwJ6FrBlks,261013.0,4.0,happy
Haule Haule,68,2019-04-11 05:40:42+00:00,2008,"['Salim–Sulaiman', 'Sukhwinder Singh', 'Jaideep Sahni']",0.712,0.776,5.0,-7.424,0.0,0.213,0.541,2.17e-06,0.0896,0.96,89.934,audio_features,2UKK9UEbKlykbmLVP1zWIQ,spotify:track:2UKK9UEbKlykbmLVP1zWIQ,https://api.spotify.com/v1/tracks/2UKK9UEbKlykbmLVP1zWIQ,https://api.spotify.com/v1/audio-analysis/2UKK9UEbKlykbmLVP1zWIQ,263967.0,4.0,happy
Pappu Can't Dance,56,2019-04-11 05:41:28+00:00,2008,"['Benny Dayal', 'Naresh Iyer', 'Satish Chakravarthy', 'Aslam', 'Blaaze', 'Tanvi Shah', 'Bhargavi Pillai']",0.668,0.746,1.0,-7.592,1.0,0.0603,0.00335,0.00031,0.0773,0.485,119.696,audio_features,7MkhC2h8lDwyEfaKxf48cJ,spotify:track:7MkhC2h8lDwyEfaKxf48cJ,https://api.spotify.com/v1/tracks/7MkhC2h8lDwyEfaKxf48cJ,https://api.spotify.com/v1/audio-analysis/7MkhC2h8lDwyEfaKxf48cJ,264986.0,4.0,happy
Nazrein Milaana Nazrein Churaana,50,2019-04-11 05:41:33+00:00,2008,"['Benny Dayal', 'Satish Chakravarthy', 'Sayonara', 'Darshana', 'Svetha', 'Bhargavi Pillai', 'Chandralekha Annupamaa']",0.751,0.54,9.0,-7.942,1.0,0.0753,0.103,0.000224,0.102,0.9,110.015,audio_features,3wnahgmj1q8YvjkoXTLG8c,spotify:track:3wnahgmj1q8YvjkoXTLG8c,https://api.spotify.com/v1/tracks/3wnahgmj1q8YvjkoXTLG8c,https://api.spotify.com/v1/audio-analysis/3wnahgmj1q8YvjkoXTLG8c,234858.0,4.0,happy
Challa,64,2019-04-11 05:41:55+00:00,2012,"['A.R. Rahman', 'Rabbi', 'Gulzar']",0.776,0.795,0.0,-5.454,1.0,0.0485,0.121,0.0,0.138,0.569,117.989,audio_features,6wXPV6dNRAhFavrRaCdMXT,spotify:track:6wXPV6dNRAhFavrRaCdMXT,https://api.spotify.com/v1/tracks/6wXPV6dNRAhFavrRaCdMXT,https://api.spotify.com/v1/audio-analysis/6wXPV6dNRAhFavrRaCdMXT,320418.0,4.0,happy
Dildaara (Stand By Me),68,2019-04-11 05:42:47+00:00,2011,['Shafqat Amanat Ali'],0.622,0.779,9.0,-5.799,1.0,0.037,0.102,0.000934,0.145,0.761,100.013,audio_features,6ZoCBDOB308GqUdt2AJrV2,spotify:track:6ZoCBDOB308GqUdt2AJrV2,https://api.spotify.com/v1/tracks/6ZoCBDOB308GqUdt2AJrV2,https://api.spotify.com/v1/audio-analysis/6ZoCBDOB308GqUdt2AJrV2,249661.0,4.0,happy
Chammak Challo,73,2019-04-11 05:42:51+00:00,2011,"['Akon', 'Hamsika Iyer']",0.742,0.879,0.0,-4.274,0.0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,audio_features,0EH7sgeiFqDa3eS7ieW2zs,spotify:track:0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/tracks/0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/audio-analysis/0EH7sgeiFqDa3eS7ieW2zs,227091.0,4.0,happy
Ik Junoon (Paint It Red),66,2019-04-11 05:43:19+00:00,2011,['Vishal Dadlani'],0.79,0.848,2.0,-7.798,1.0,0.0508,0.364,0.00147,0.148,0.641,127.034,audio_features,7e6qTHVfRdaYsio90s1fHC,spotify:track:7e6qTHVfRdaYsio90s1fHC,https://api.spotify.com/v1/tracks/7e6qTHVfRdaYsio90s1fHC,https://api.spotify.com/v1/audio-analysis/7e6qTHVfRdaYsio90s1fHC,299119.0,4.0,happy
Dil Dhadakne Do,59,2019-04-11 05:43:25+00:00,2011,"['Joi Barua', 'Suraj Jagan']",0.778,0.599,2.0,-4.758,1.0,0.032,0.0705,0.0,0.59,0.949,116.951,audio_features,46elU7IBKWf55D5sjHGqO7,spotify:track:46elU7IBKWf55D5sjHGqO7,https://api.spotify.com/v1/tracks/46elU7IBKWf55D5sjHGqO7,https://api.spotify.com/v1/audio-analysis/46elU7IBKWf55D5sjHGqO7,230319.0,4.0,happy
Khaabon Ke Parinday,61,2019-04-11 05:43:31+00:00,2011,"['Alyssa Mendonsa', 'Mohit Chauhan']",0.517,0.565,9.0,-10.184,1.0,0.0441,0.721,0.00689,0.0997,0.69,169.952,audio_features,14eotumM24MhIgzidgN3Jx,spotify:track:14eotumM24MhIgzidgN3Jx,https://api.spotify.com/v1/tracks/14eotumM24MhIgzidgN3Jx,https://api.spotify.com/v1/audio-analysis/14eotumM24MhIgzidgN3Jx,251704.0,4.0,happy
I Feel Good,52,2019-04-11 05:43:52+00:00,2010,"['Vishal Dadlani', 'Shilpa Rao']",0.636,0.785,7.0,-6.876,0.0,0.0279,0.0262,0.00136,0.297,0.749,125.974,audio_features,09sq0BHe85uV2ADUx1gaiA,spotify:track:09sq0BHe85uV2ADUx1gaiA,https://api.spotify.com/v1/tracks/09sq0BHe85uV2ADUx1gaiA,https://api.spotify.com/v1/audio-analysis/09sq0BHe85uV2ADUx1gaiA,317505.0,4.0,happy
Hairat,55,2019-04-11 05:43:59+00:00,2010,['Lucky Ali'],0.618,0.765,9.0,-5.492,0.0,0.0661,0.0111,0.000363,0.122,0.439,104.004,audio_features,6512hyAQxOng8v4R71IV47,spotify:track:6512hyAQxOng8v4R71IV47,https://api.spotify.com/v1/tracks/6512hyAQxOng8v4R71IV47,https://api.spotify.com/v1/audio-analysis/6512hyAQxOng8v4R71IV47,247072.0,4.0,happy
Aazaadiyan (Pairon Ki Bediyan),40,2019-04-11 05:44:48+00:00,2010,"['Amit Trivedi', 'Neuman Pinto', ""Nikhil D'Souza"", 'Amitabh Bhattacharya']",0.548,0.466,2.0,-7.083,1.0,0.0242,0.389,4.01e-05,0.125,0.202,100.066,audio_features,5VbZt5Tp8qUGFMRXctKdIi,spotify:track:5VbZt5Tp8qUGFMRXctKdIi,https://api.spotify.com/v1/tracks/5VbZt5Tp8qUGFMRXctKdIi,https://api.spotify.com/v1/audio-analysis/5VbZt5Tp8qUGFMRXctKdIi,337903.0,4.0,happy
,0,2019-04-11 05:45:01+00:00,0,[''],0.847,0.768,4.0,-5.479,1.0,0.0335,0.432,0.000433,0.104,0.682,120.058,audio_features,46BADgUUo31SIxYsNzadeO,spotify:track:46BADgUUo31SIxYsNzadeO,https://api.spotify.com/v1/tracks/46BADgUUo31SIxYsNzadeO,https://api.spotify.com/v1/audio-analysis/46BADgUUo31SIxYsNzadeO,203375.0,4.0,happy
,0,2019-04-11 05:45:05+00:00,0,[''],0.762,0.622,2.0,-5.568,1.0,0.0363,0.151,0.0,0.054,0.712,128.024,audio_features,1XVpXxtw4KDWSMf1OcclED,spotify:track:1XVpXxtw4KDWSMf1OcclED,https://api.spotify.com/v1/tracks/1XVpXxtw4KDWSMf1OcclED,https://api.spotify.com/v1/audio-analysis/1XVpXxtw4KDWSMf1OcclED,205928.0,4.0,happy
,0,2019-04-11 05:45:10+00:00,0,[''],0.86,0.617,11.0,-5.072,1.0,0.109,0.169,3.9e-05,0.0798,0.716,96.029,audio_features,37RHlFBt2K25EgSsjkVVtz,spotify:track:37RHlFBt2K25EgSsjkVVtz,https://api.spotify.com/v1/tracks/37RHlFBt2K25EgSsjkVVtz,https://api.spotify.com/v1/audio-analysis/37RHlFBt2K25EgSsjkVVtz,236875.0,4.0,happy
F For Fyaar,0,2019-04-11 05:45:19+00:00,2018,"['Vicky Kaushal', 'Mast Ali', 'Sikander Kahlon']",0.879,0.716,2.0,-3.589,1.0,0.0895,0.259,5.03e-06,0.332,0.434,138.057,audio_features,79XbHYrpI9YmCF0xHEhisQ,spotify:track:79XbHYrpI9YmCF0xHEhisQ,https://api.spotify.com/v1/tracks/79XbHYrpI9YmCF0xHEhisQ,https://api.spotify.com/v1/audio-analysis/79XbHYrpI9YmCF0xHEhisQ,232282.0,4.0,happy
Dhayaanchand,0,2019-04-11 05:45:24+00:00,2018,"['Vijay Yamla', 'Amit Trivedi', 'Nikhita Gandhi', 'Suhas Sawant']",0.888,0.866,8.0,-3.477,1.0,0.177,0.161,0.00566,0.0551,0.95,141.951,audio_features,3m3opgKgJJix3u8nFk576X,spotify:track:3m3opgKgJJix3u8nFk576X,https://api.spotify.com/v1/tracks/3m3opgKgJJix3u8nFk576X,https://api.spotify.com/v1/audio-analysis/3m3opgKgJJix3u8nFk576X,250035.0,4.0,happy
Khalbali,46,2019-04-11 05:54:28+00:00,2005,"['A.R. Rahman', 'Nacim', 'Mohammed Aslam']",0.789,0.707,7.0,-7.973,1.0,0.109,0.0237,0.0,0.177,0.605,97.015,audio_features,6sXzqMagXtWvSOI9nNc4UD,spotify:track:6sXzqMagXtWvSOI9nNc4UD,https://api.spotify.com/v1/tracks/6sXzqMagXtWvSOI9nNc4UD,https://api.spotify.com/v1/audio-analysis/6sXzqMagXtWvSOI9nNc4UD,379227.0,4.0,happy
Aa Toh Sahi,46,2019-04-11 05:55:47+00:00,2017,"['Meet Bros.', 'Neha Kakkar', 'Roach Killa']",0.737,0.843,8.0,-3.309,1.0,0.0591,0.0679,0.0,0.139,0.679,97.061,audio_features,6m41vTK0NgOSEimRMydDtb,spotify:track:6m41vTK0NgOSEimRMydDtb,https://api.spotify.com/v1/tracks/6m41vTK0NgOSEimRMydDtb,https://api.spotify.com/v1/audio-analysis/6m41vTK0NgOSEimRMydDtb,221277.0,4.0,happy
Socha Hai,51,2019-04-11 05:56:14+00:00,2010,['Farhan Akhtar'],0.593,0.773,2.0,-5.591,1.0,0.0339,0.722,0.0,0.117,0.561,133.975,audio_features,7IjnfuMNfdrAXbefurdIIR,spotify:track:7IjnfuMNfdrAXbefurdIIR,https://api.spotify.com/v1/tracks/7IjnfuMNfdrAXbefurdIIR,https://api.spotify.com/v1/audio-analysis/7IjnfuMNfdrAXbefurdIIR,246132.0,4.0,happy
Rock On!!,51,2019-04-11 05:56:21+00:00,2010,['Farhan Akhtar'],0.747,0.849,7.0,-5.916,1.0,0.0581,0.175,1.23e-06,0.126,0.671,113.034,audio_features,6fABlNfAOylt7ZxfX8K1XL,spotify:track:6fABlNfAOylt7ZxfX8K1XL,https://api.spotify.com/v1/tracks/6fABlNfAOylt7ZxfX8K1XL,https://api.spotify.com/v1/audio-analysis/6fABlNfAOylt7ZxfX8K1XL,231819.0,4.0,happy
Baaki Baatein Peene Baad (Shots) (feat. Badshah),58,2019-04-11 05:57:17+00:00,2015,"['Arjun Kanungo', 'Badshah']",0.566,0.862,7.0,-6.02,0.0,0.105,0.0246,0.0,0.103,0.455,147.974,audio_features,2RBkVQwpkDeYytMTQwjyTk,spotify:track:2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/tracks/2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/audio-analysis/2RBkVQwpkDeYytMTQwjyTk,220313.0,4.0,happy
Babaji Ki Booti,42,2019-04-11 05:57:21+00:00,2013,"['Sachin-Jigar', 'Anand Tiwari', 'Kunal Khemu', 'Raj Nidimoru', 'Krishna DK', 'Bornalee Deuri']",0.746,0.376,2.0,-9.477,0.0,0.158,0.195,0.0,0.176,0.729,87.971,audio_features,4OFgWq4bcGSFH9RSrr30Po,spotify:track:4OFgWq4bcGSFH9RSrr30Po,https://api.spotify.com/v1/tracks/4OFgWq4bcGSFH9RSrr30Po,https://api.spotify.com/v1/audio-analysis/4OFgWq4bcGSFH9RSrr30Po,226240.0,4.0,happy
Amplifier,63,2019-04-11 05:57:42+00:00,2009,['Imran Khan'],0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.0,0.153,0.618,164.003,audio_features,0l1i3nJ4aDMk0inxnvzYTz,spotify:track:0l1i3nJ4aDMk0inxnvzYTz,https://api.spotify.com/v1/tracks/0l1i3nJ4aDMk0inxnvzYTz,https://api.spotify.com/v1/audio-analysis/0l1i3nJ4aDMk0inxnvzYTz,232907.0,4.0,happy
