name,popularity,date_added,release_year,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_emotion
"Bin Tere (From ""I Hate Luv Storys"")",0,2014-06-28 20:10:53+00:00,2014.0,"['Shafqat Amanat Ali', 'Vishal-Shekhar', 'Sunidhi Chauhan']",0.585,0.698,9.0,-6.261,1.0,0.0392,0.42,3.59e-06,0.363,0.621,139.831,audio_features,0tSE6GeRbTxKOiF73VsL7A,spotify:track:0tSE6GeRbTxKOiF73VsL7A,https://api.spotify.com/v1/tracks/0tSE6GeRbTxKOiF73VsL7A,https://api.spotify.com/v1/audio-analysis/0tSE6GeRbTxKOiF73VsL7A,330360.0,4.0,happy
"Khabar Nahi (From ""Dostana"")",39,2014-06-28 20:11:32+00:00,2013.0,"['Vishal-Shekhar', 'Shreya Ghoshal', 'Amanat Ali', 'Vishal Dadlani', 'Raja Hasan']",0.622,0.758,7.0,-6.641,1.0,0.11,0.153,0.0,0.0622,0.436,90.951,audio_features,0PkPrsnbiM1MQhp91IWaMb,spotify:track:0PkPrsnbiM1MQhp91IWaMb,https://api.spotify.com/v1/tracks/0PkPrsnbiM1MQhp91IWaMb,https://api.spotify.com/v1/audio-analysis/0PkPrsnbiM1MQhp91IWaMb,259120.0,4.0,happy
"Piya Basanti (From ""Piya Basanti"")",0,2014-06-28 20:12:23+00:00,2014.0,"['Sultan Khan', 'K. S. Chithra']",0.758,0.333,10.0,-16.082,1.0,0.0289,0.158,1.28e-05,0.0851,0.5,100.973,audio_features,0b5zZNIEc8qQSVQwrLEjPw,spotify:track:0b5zZNIEc8qQSVQwrLEjPw,https://api.spotify.com/v1/tracks/0b5zZNIEc8qQSVQwrLEjPw,https://api.spotify.com/v1/audio-analysis/0b5zZNIEc8qQSVQwrLEjPw,276520.0,4.0,happy
"Soniyo (From ""RAAZ - The Mystery RAAZ - The Mystery Continues"") - From the Heart",0,2014-06-28 20:14:27+00:00,2013.0,"['Raju Singh', 'Krishna Beuraa']",0.64,0.529,9.0,-6.205,1.0,0.0279,0.611,0.0,0.118,0.391,119.909,audio_features,2Ax0FqtKv9emMFExVhOasd,spotify:track:2Ax0FqtKv9emMFExVhOasd,https://api.spotify.com/v1/tracks/2Ax0FqtKv9emMFExVhOasd,https://api.spotify.com/v1/audio-analysis/2Ax0FqtKv9emMFExVhOasd,333187.0,4.0,happy
Right Here Right Now - Version 1,0,2014-06-28 20:15:48+00:00,1963.0,"['Abhishek Bachchan', 'Sunidhi Chauhan']",0.854,0.449,10.0,-10.762,1.0,0.0939,0.0796,0.015,0.111,0.533,93.998,audio_features,57dWOt7sExuhG3NxZR9t9T,spotify:track:57dWOt7sExuhG3NxZR9t9T,https://api.spotify.com/v1/tracks/57dWOt7sExuhG3NxZR9t9T,https://api.spotify.com/v1/audio-analysis/57dWOt7sExuhG3NxZR9t9T,182533.0,4.0,happy
"Mahive Mahive (From ""The Legend of Bhagat Singh"")",0,2014-06-28 20:19:25+00:00,2014.0,"['A.R. Rahman', 'Alka Yagnik & Arvind Hasabnish', 'Udit Narayan']",0.66,0.452,1.0,-9.342,1.0,0.0406,0.597,1.09e-05,0.0824,0.353,119.994,audio_features,3CCsYiC6fMAQOvtdmWX6RF,spotify:track:3CCsYiC6fMAQOvtdmWX6RF,https://api.spotify.com/v1/tracks/3CCsYiC6fMAQOvtdmWX6RF,https://api.spotify.com/v1/audio-analysis/3CCsYiC6fMAQOvtdmWX6RF,332000.0,4.0,happy
"Teri Saanson Mein (From ""Karle Pyaar Karle"")",0,2014-06-28 20:25:15+00:00,2014.0,"['Suneel Darshan', 'Rashid Khan', 'Arijit Singh', 'Palak Muchhal']",0.663,0.693,11.0,-6.291,0.0,0.0353,0.256,0.0,0.849,0.48,108.066,audio_features,3fCovWKeNPjeAU14WFxfWx,spotify:track:3fCovWKeNPjeAU14WFxfWx,https://api.spotify.com/v1/tracks/3fCovWKeNPjeAU14WFxfWx,https://api.spotify.com/v1/audio-analysis/3fCovWKeNPjeAU14WFxfWx,382133.0,4.0,happy
"Aao Naa ... (From ""Kyun! Ho Gaya Na..."")",0,2014-06-28 20:27:02+00:00,2014.0,"['Sadhana Sargam', 'Udit Narayan', 'Shankar-Ehsaan-Loy']",0.606,0.456,4.0,-8.838,1.0,0.0287,0.452,2.3e-05,0.0788,0.42,94.007,audio_features,7HvDKyqHBEypGFaCBTzzA7,spotify:track:7HvDKyqHBEypGFaCBTzzA7,https://api.spotify.com/v1/tracks/7HvDKyqHBEypGFaCBTzzA7,https://api.spotify.com/v1/audio-analysis/7HvDKyqHBEypGFaCBTzzA7,388000.0,4.0,happy
"Pehli Pehli Baar Hai (From ""Kya Yehi Pyaar Hai"")",0,2014-06-28 20:27:33+00:00,2014.0,"['Sonu Nigam', 'Alka Yagnik & Arvind Hasabnish', 'Sajid-Wajid']",0.568,0.746,11.0,-5.662,0.0,0.0761,0.152,2.22e-05,0.0629,0.499,91.929,audio_features,5NCn6gGE46lq04Ukcyz4gx,spotify:track:5NCn6gGE46lq04Ukcyz4gx,https://api.spotify.com/v1/tracks/5NCn6gGE46lq04Ukcyz4gx,https://api.spotify.com/v1/audio-analysis/5NCn6gGE46lq04Ukcyz4gx,337000.0,4.0,happy
"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",0,2014-06-28 20:31:09+00:00,2007.0,"['Alka Yagnik', 'Abhijeet']",0.787,0.493,7.0,-11.784,1.0,0.0445,0.195,0.000315,0.128,0.945,121.694,audio_features,4YyQA3vwA0yEoteastc4ly,spotify:track:4YyQA3vwA0yEoteastc4ly,https://api.spotify.com/v1/tracks/4YyQA3vwA0yEoteastc4ly,https://api.spotify.com/v1/audio-analysis/4YyQA3vwA0yEoteastc4ly,319040.0,4.0,happy
"Chaand Taare (From ""Yes Boss"")",0,2014-06-28 20:31:45+00:00,2007.0,['Abhijeet'],0.582,0.45,7.0,-14.308,1.0,0.0656,0.142,0.0,0.0847,0.669,183.498,audio_features,2I359Jv0MZqnxs6fwK5BPy,spotify:track:2I359Jv0MZqnxs6fwK5BPy,https://api.spotify.com/v1/tracks/2I359Jv0MZqnxs6fwK5BPy,https://api.spotify.com/v1/audio-analysis/2I359Jv0MZqnxs6fwK5BPy,291400.0,4.0,happy
Kuch Kuch Hota Hai,0,2014-06-28 20:33:39+00:00,2010.0,"['Jatin-Lalit', 'Udit Narayan']",0.373,0.571,7.0,-10.443,1.0,0.0462,0.608,0.000165,0.0756,0.841,87.59,audio_features,46Qm7yoi8sGdlK9hbXbgVP,spotify:track:46Qm7yoi8sGdlK9hbXbgVP,https://api.spotify.com/v1/tracks/46Qm7yoi8sGdlK9hbXbgVP,https://api.spotify.com/v1/audio-analysis/46Qm7yoi8sGdlK9hbXbgVP,297867.0,4.0,happy
Kal Ho Naa Ho,66,2014-06-28 20:34:32+00:00,2003.0,"['Shankar-Ehsaan-Loy', 'Sonu Nigam']",0.532,0.529,0.0,-8.402,1.0,0.0352,0.334,0.000144,0.078,0.295,81.989,audio_features,251PNRmJU9KcUnFQAB5t6I,spotify:track:251PNRmJU9KcUnFQAB5t6I,https://api.spotify.com/v1/tracks/251PNRmJU9KcUnFQAB5t6I,https://api.spotify.com/v1/audio-analysis/251PNRmJU9KcUnFQAB5t6I,321240.0,4.0,happy
Yeh Ladka Hai Deewana,54,2014-06-28 20:37:45+00:00,1998.0,"['Udit Narayan', 'Alka Yagnik']",0.516,0.757,2.0,-9.404,1.0,0.0551,0.289,7.21e-06,0.367,0.711,124.061,audio_features,41Vl2OoM83VVe0eePpsgUf,spotify:track:41Vl2OoM83VVe0eePpsgUf,https://api.spotify.com/v1/tracks/41Vl2OoM83VVe0eePpsgUf,https://api.spotify.com/v1/audio-analysis/41Vl2OoM83VVe0eePpsgUf,397533.0,4.0,happy
Tujhe Yaad Na Meri Aayee,56,2014-06-28 20:37:50+00:00,1998.0,"['Jatin-Lalit', 'Udit Narayan', 'Alka Yagnik', 'Manpreet Akhtar']",0.507,0.568,2.0,-10.229,1.0,0.0483,0.625,5.98e-05,0.069,0.781,154.883,audio_features,2UtsLJy1O0OFkCgjJGPGfe,spotify:track:2UtsLJy1O0OFkCgjJGPGfe,https://api.spotify.com/v1/tracks/2UtsLJy1O0OFkCgjJGPGfe,https://api.spotify.com/v1/audio-analysis/2UtsLJy1O0OFkCgjJGPGfe,424573.0,4.0,happy
Roshni Se,49,2014-06-28 20:39:56+00:00,2001.0,"['Anu Malik', 'Alka Yagnik', 'Abhijeet']",0.528,0.471,5.0,-7.763,1.0,0.0305,0.408,9.63e-05,0.217,0.251,137.103,audio_features,09alvUm3cAzvGc3xMg0WZz,spotify:track:09alvUm3cAzvGc3xMg0WZz,https://api.spotify.com/v1/tracks/09alvUm3cAzvGc3xMg0WZz,https://api.spotify.com/v1/audio-analysis/09alvUm3cAzvGc3xMg0WZz,400253.0,4.0,happy
Zaroori Tha,63,2014-07-06 15:00:51+00:00,2014.0,['Rahat Fateh Ali Khan'],0.523,0.674,8.0,-4.832,0.0,0.0328,0.771,0.0,0.139,0.239,114.058,audio_features,0JChw6k59cZxegh0SGceE1,spotify:track:0JChw6k59cZxegh0SGceE1,https://api.spotify.com/v1/tracks/0JChw6k59cZxegh0SGceE1,https://api.spotify.com/v1/audio-analysis/0JChw6k59cZxegh0SGceE1,342024.0,4.0,happy
Fusion in Raag Champa Kali,27,2014-07-06 15:06:49+00:00,2014.0,['Rahat Fateh Ali Khan'],0.688,0.957,1.0,-3.565,1.0,0.131,0.0212,0.0135,0.0827,0.334,141.913,audio_features,1ZLCr42Zh8STvJA9UbzR6j,spotify:track:1ZLCr42Zh8STvJA9UbzR6j,https://api.spotify.com/v1/tracks/1ZLCr42Zh8STvJA9UbzR6j,https://api.spotify.com/v1/audio-analysis/1ZLCr42Zh8STvJA9UbzR6j,270000.0,3.0,happy
"Thats All I Really Wanna Do (From ""Teri Meri Kahaani"")",0,2014-07-07 06:13:33+00:00,2012.0,"['Shaan', 'Shreya Ghoshal']",0.587,0.813,7.0,-3.458,1.0,0.0621,0.291,6.99e-05,0.0931,0.747,170.012,audio_features,6ffzdIRlJmqlZka5MQgzoQ,spotify:track:6ffzdIRlJmqlZka5MQgzoQ,https://api.spotify.com/v1/tracks/6ffzdIRlJmqlZka5MQgzoQ,https://api.spotify.com/v1/audio-analysis/6ffzdIRlJmqlZka5MQgzoQ,241813.0,4.0,happy
"Mar Jayian Romantic (From ""Vicky Donor"")",0,2014-07-07 06:14:16+00:00,2012.0,"['Vishal Dadlani', 'Sunidhi Chauhan']",0.632,0.721,0.0,-7.616,0.0,0.0345,0.204,1.02e-05,0.102,0.808,145.938,audio_features,1USjF5fmbVCHngHrcoWdfK,spotify:track:1USjF5fmbVCHngHrcoWdfK,https://api.spotify.com/v1/tracks/1USjF5fmbVCHngHrcoWdfK,https://api.spotify.com/v1/audio-analysis/1USjF5fmbVCHngHrcoWdfK,288960.0,4.0,happy
"Pani Da Rang Female (From ""Vicky Donor"")",0,2014-07-07 06:14:22+00:00,2012.0,['Sukanya Purkayastha'],0.638,0.564,2.0,-8.149,0.0,0.0295,0.0647,0.00696,0.115,0.392,80.012,audio_features,08x3GCYn55rNhJZIZK3INS,spotify:track:08x3GCYn55rNhJZIZK3INS,https://api.spotify.com/v1/tracks/08x3GCYn55rNhJZIZK3INS,https://api.spotify.com/v1/audio-analysis/08x3GCYn55rNhJZIZK3INS,289627.0,4.0,happy
"Rang Jo Lagyo (From ""Ramaiya Vastavaiya)""",0,2014-07-07 06:17:29+00:00,2013.0,"['Atif Aslam', 'Shreya Ghoshal']",0.481,0.668,2.0,-6.328,1.0,0.0512,0.104,0.0,0.34,0.38,157.865,audio_features,0UBaaUsTZ6M4IZW8VKrYBZ,spotify:track:0UBaaUsTZ6M4IZW8VKrYBZ,https://api.spotify.com/v1/tracks/0UBaaUsTZ6M4IZW8VKrYBZ,https://api.spotify.com/v1/audio-analysis/0UBaaUsTZ6M4IZW8VKrYBZ,296147.0,4.0,happy
Hamari Atariya (feat. Rekha Bhardwaj),0,2014-07-07 06:18:33+00:00,2013.0,"['Vishal Bhardwaj', 'Rekha Bhardwaj']",0.539,0.738,6.0,-5.846,0.0,0.0648,0.633,1.02e-06,0.0989,0.813,88.848,audio_features,3G0r9ZXRM0wuEJbxhbfpGv,spotify:track:3G0r9ZXRM0wuEJbxhbfpGv,https://api.spotify.com/v1/tracks/3G0r9ZXRM0wuEJbxhbfpGv,https://api.spotify.com/v1/audio-analysis/3G0r9ZXRM0wuEJbxhbfpGv,248672.0,4.0,happy
Zabaan Jale Hai (feat. Rahat Fateh Ali Khan),0,2014-07-07 06:18:54+00:00,2013.0,"['Vishal Bhardwaj', 'Rahat Fateh Ali Khan']",0.501,0.321,6.0,-8.638,1.0,0.0316,0.857,4.05e-05,0.0814,0.438,172.051,audio_features,2ngrnRx6yQ5LRQrDiHRPI2,spotify:track:2ngrnRx6yQ5LRQrDiHRPI2,https://api.spotify.com/v1/tracks/2ngrnRx6yQ5LRQrDiHRPI2,https://api.spotify.com/v1/audio-analysis/2ngrnRx6yQ5LRQrDiHRPI2,323901.0,4.0,happy
Pareshaan,0,2014-07-07 06:22:34+00:00,2012.0,['Shalmali Kholgade'],0.435,0.388,2.0,-10.981,0.0,0.0346,0.421,2.5e-05,0.0802,0.219,150.026,audio_features,4bbiENl0xDZqZE9K14lXip,spotify:track:4bbiENl0xDZqZE9K14lXip,https://api.spotify.com/v1/tracks/4bbiENl0xDZqZE9K14lXip,https://api.spotify.com/v1/audio-analysis/4bbiENl0xDZqZE9K14lXip,293773.0,3.0,happy
"Kehna Hi Kya - From ""Bombay""",59,2014-07-07 06:22:57+00:00,1994.0,['K. S. Chithra'],0.693,0.268,9.0,-15.606,0.0,0.0774,0.682,0.0,0.0658,0.587,127.056,audio_features,5j5vCuBjS1sFWywWUnkJqV,spotify:track:5j5vCuBjS1sFWywWUnkJqV,https://api.spotify.com/v1/tracks/5j5vCuBjS1sFWywWUnkJqV,https://api.spotify.com/v1/audio-analysis/5j5vCuBjS1sFWywWUnkJqV,353893.0,4.0,happy
"Tu Hi Re - From ""Bombay""",53,2014-07-07 06:23:15+00:00,1994.0,"['Hariharan', 'Kavita Krishnamurthy']",0.445,0.188,3.0,-13.885,1.0,0.0336,0.158,0.0,0.0958,0.357,99.718,audio_features,6nwRC0UkS1MdOOMjcJsrbX,spotify:track:6nwRC0UkS1MdOOMjcJsrbX,https://api.spotify.com/v1/tracks/6nwRC0UkS1MdOOMjcJsrbX,https://api.spotify.com/v1/audio-analysis/6nwRC0UkS1MdOOMjcJsrbX,435493.0,4.0,happy
Tere Bina,68,2014-07-07 06:23:37+00:00,2006.0,"['A.R. Rahman', 'Chinmayi', 'Murtuza Khan', 'Qadir Khan']",0.744,0.7,2.0,-7.663,1.0,0.0375,0.278,0.000155,0.068,0.867,144.033,audio_features,4FeczSomVWVyU4FW7xDeAI,spotify:track:4FeczSomVWVyU4FW7xDeAI,https://api.spotify.com/v1/tracks/4FeczSomVWVyU4FW7xDeAI,https://api.spotify.com/v1/audio-analysis/4FeczSomVWVyU4FW7xDeAI,309640.0,4.0,happy
Mayya,49,2014-07-07 06:23:50+00:00,2006.0,"['A.R. Rahman', 'Mariam Toller', 'Chinmayi', 'KIRTI SAGATHIA']",0.746,0.565,4.0,-8.993,0.0,0.101,0.122,0.000286,0.0904,0.462,100.972,audio_features,0hp4qW1zgKnBBiyyAdW3Sz,spotify:track:0hp4qW1zgKnBBiyyAdW3Sz,https://api.spotify.com/v1/tracks/0hp4qW1zgKnBBiyyAdW3Sz,https://api.spotify.com/v1/audio-analysis/0hp4qW1zgKnBBiyyAdW3Sz,362027.0,4.0,happy
Ghoomparani,0,2014-07-07 06:24:40+00:00,2007.0,['A.R. Rahman'],0.548,0.306,2.0,-12.02,1.0,0.0318,0.692,0.00195,0.0884,0.205,128.841,audio_features,3KJ0VusjDxkMP1GxfKCfSx,spotify:track:3KJ0VusjDxkMP1GxfKCfSx,https://api.spotify.com/v1/tracks/3KJ0VusjDxkMP1GxfKCfSx,https://api.spotify.com/v1/audio-analysis/3KJ0VusjDxkMP1GxfKCfSx,265387.0,3.0,happy
Boondon Se Baaten,0,2014-07-07 06:25:55+00:00,2009.0,['Sujata Trivedi'],0.689,0.783,2.0,-13.471,1.0,0.0929,0.155,6.38e-05,0.0818,0.637,150.983,audio_features,2AqecQnGrF5WBUsLMD9osE,spotify:track:2AqecQnGrF5WBUsLMD9osE,https://api.spotify.com/v1/tracks/2AqecQnGrF5WBUsLMD9osE,https://api.spotify.com/v1/audio-analysis/2AqecQnGrF5WBUsLMD9osE,323333.0,4.0,happy
Dheeme Dheeme,8,2014-07-07 06:27:08+00:00,2009.0,"['A.R. Rahman', 'Kavita Krishnamurthy']",0.648,0.386,8.0,-10.336,1.0,0.0379,0.491,0.0,0.171,0.53,82.008,audio_features,3qCUXPED8J1ZhUkBbJTGZf,spotify:track:3qCUXPED8J1ZhUkBbJTGZf,https://api.spotify.com/v1/tracks/3qCUXPED8J1ZhUkBbJTGZf,https://api.spotify.com/v1/audio-analysis/3qCUXPED8J1ZhUkBbJTGZf,343293.0,4.0,happy
Yeh Rishta,9,2014-07-07 06:27:15+00:00,2009.0,"['A.R. Rahman', 'Reena Bhardwaj']",0.516,0.705,4.0,-6.762,1.0,0.0618,0.628,0.000108,0.0742,0.408,179.913,audio_features,5Ph27M6FAUAIyf40k8rnFA,spotify:track:5Ph27M6FAUAIyf40k8rnFA,https://api.spotify.com/v1/tracks/5Ph27M6FAUAIyf40k8rnFA,https://api.spotify.com/v1/audio-analysis/5Ph27M6FAUAIyf40k8rnFA,282093.0,4.0,happy
Kabhi Neem Neem,0,2014-07-07 06:28:20+00:00,2007.0,"['Madhushree', 'A.R.Rehman']",0.622,0.348,0.0,-10.129,1.0,0.0879,0.0801,0.0,0.0722,0.324,176.204,audio_features,7fnW8Y52HffWGDLpKGjZCi,spotify:track:7fnW8Y52HffWGDLpKGjZCi,https://api.spotify.com/v1/tracks/7fnW8Y52HffWGDLpKGjZCi,https://api.spotify.com/v1/audio-analysis/7fnW8Y52HffWGDLpKGjZCi,299533.0,4.0,happy
Ay Sakhi,34,2014-07-07 06:28:37+00:00,2013.0,"['A.R. Rahman', 'Madhushree', 'Chinmayi', 'Vaishali', 'Aanchal Sethi']",0.612,0.684,11.0,-7.07,1.0,0.248,0.141,0.0,0.101,0.653,105.484,audio_features,36XptTfNQ6kO9cN1Cp709V,spotify:track:36XptTfNQ6kO9cN1Cp709V,https://api.spotify.com/v1/tracks/36XptTfNQ6kO9cN1Cp709V,https://api.spotify.com/v1/audio-analysis/36XptTfNQ6kO9cN1Cp709V,246773.0,4.0,happy
Tu Bin Bataye,50,2014-07-07 06:28:55+00:00,2005.0,"['A.R. Rahman', 'Madhushree', 'Naresh Iyer']",0.528,0.427,1.0,-10.848,1.0,0.0325,0.399,0.0188,0.0931,0.11,120.076,audio_features,1jjSjma0cfNUhyOUzQqt6J,spotify:track:1jjSjma0cfNUhyOUzQqt6J,https://api.spotify.com/v1/tracks/1jjSjma0cfNUhyOUzQqt6J,https://api.spotify.com/v1/audio-analysis/1jjSjma0cfNUhyOUzQqt6J,357627.0,4.0,happy
"Bairiyaa (From ""Ramaiya Vastavaiya"")",0,2014-07-07 06:34:24+00:00,2013.0,"['Sachin-Jigar', 'Atif Aslam', 'Shreya Ghoshal']",0.647,0.427,1.0,-8.205,1.0,0.0234,0.59,1.6e-06,0.119,0.268,99.952,audio_features,59hGo3FEbHyUVoyR4k83og,spotify:track:59hGo3FEbHyUVoyR4k83og,https://api.spotify.com/v1/tracks/59hGo3FEbHyUVoyR4k83og,https://api.spotify.com/v1/audio-analysis/59hGo3FEbHyUVoyR4k83og,248840.0,1.0,happy
"Silsila Ye Chahat Ka - From ""Devdas""",49,2014-07-07 06:35:44+00:00,2002.0,['Shreya Ghoshal'],0.557,0.575,0.0,-9.589,1.0,0.0698,0.563,0.0,0.0835,0.234,138.853,audio_features,38HH00uKLuxl8uKSxusYnL,spotify:track:38HH00uKLuxl8uKSxusYnL,https://api.spotify.com/v1/tracks/38HH00uKLuxl8uKSxusYnL,https://api.spotify.com/v1/audio-analysis/38HH00uKLuxl8uKSxusYnL,326893.0,4.0,happy
"U Me Aur Hum (From ""U Me Aur Hum"") - Female",0,2014-07-07 06:35:52+00:00,2008.0,['Shreya Ghoshal'],0.647,0.457,2.0,-8.843,1.0,0.0435,0.724,0.00108,0.142,0.42,139.925,audio_features,3bM0O7VGiUHPGVYd4zaVRD,spotify:track:3bM0O7VGiUHPGVYd4zaVRD,https://api.spotify.com/v1/tracks/3bM0O7VGiUHPGVYd4zaVRD,https://api.spotify.com/v1/audio-analysis/3bM0O7VGiUHPGVYd4zaVRD,399840.0,4.0,happy
"Samjhawan (From ""Humpty Sharma Ki Dulhania"")",0,2014-12-15 03:52:49+00:00,2014.0,"['Jawad Ahmad', 'Shaarib Toshi', 'Arijit Singh', 'Shreya Ghoshal']",0.65,0.482,4.0,-8.667,1.0,0.0281,0.293,0.0,0.0811,0.517,106.994,audio_features,1kUJypTa3P4xPV1Xh0lWNi,spotify:track:1kUJypTa3P4xPV1Xh0lWNi,https://api.spotify.com/v1/tracks/1kUJypTa3P4xPV1Xh0lWNi,https://api.spotify.com/v1/audio-analysis/1kUJypTa3P4xPV1Xh0lWNi,269185.0,4.0,happy
"Tu Hi Hai Aashiqui - From ""Dishkiyaoon""",0,2014-12-15 03:54:03+00:00,2014.0,['Arijit Singh'],0.484,0.553,9.0,-5.384,0.0,0.0277,0.537,0.0,0.0876,0.225,99.585,audio_features,5MmFm0Fj08aYbrxyqAbSgY,spotify:track:5MmFm0Fj08aYbrxyqAbSgY,https://api.spotify.com/v1/tracks/5MmFm0Fj08aYbrxyqAbSgY,https://api.spotify.com/v1/audio-analysis/5MmFm0Fj08aYbrxyqAbSgY,298053.0,4.0,happy
Saanson Ko,55,2014-12-15 03:54:51+00:00,2014.0,"['Shaarib Toshi', 'Arijit Singh']",0.636,0.745,2.0,-5.4,0.0,0.0378,0.155,2.54e-06,0.132,0.719,139.986,audio_features,5LwlAJEkUeJEDBbN14RV6o,spotify:track:5LwlAJEkUeJEDBbN14RV6o,https://api.spotify.com/v1/tracks/5LwlAJEkUeJEDBbN14RV6o,https://api.spotify.com/v1/audio-analysis/5LwlAJEkUeJEDBbN14RV6o,288356.0,4.0,happy
"Hum Jee Lenge (From ""Murder 3"")",0,2014-12-15 03:56:42+00:00,2014.0,"['Mustafa Zahid', 'Roxen Band']",0.608,0.55,5.0,-7.86,0.0,0.031,0.708,0.0,0.0833,0.514,81.987,audio_features,1xaUtASWMltQJhCpg0tbMC,spotify:track:1xaUtASWMltQJhCpg0tbMC,https://api.spotify.com/v1/tracks/1xaUtASWMltQJhCpg0tbMC,https://api.spotify.com/v1/audio-analysis/1xaUtASWMltQJhCpg0tbMC,275920.0,4.0,happy
"Jab Se Tere Naina (From ""Saawariya"")",0,2014-12-15 03:58:04+00:00,2014.0,"['Monty Sharma', 'Shaan']",0.599,0.653,0.0,-7.576,0.0,0.122,0.362,0.0,0.144,0.678,79.968,audio_features,6ftQnz0bFX2PM4vuenGwlt,spotify:track:6ftQnz0bFX2PM4vuenGwlt,https://api.spotify.com/v1/tracks/6ftQnz0bFX2PM4vuenGwlt,https://api.spotify.com/v1/audio-analysis/6ftQnz0bFX2PM4vuenGwlt,284573.0,4.0,happy
"In Dino (From ""Life In a Metro"")",0,2014-12-15 03:58:24+00:00,2014.0,"['Pritam', 'Soham']",0.406,0.633,0.0,-6.989,1.0,0.0379,0.513,0.0,0.116,0.344,101.436,audio_features,1Q20L3g6Upu5KCmlIaJbOl,spotify:track:1Q20L3g6Upu5KCmlIaJbOl,https://api.spotify.com/v1/tracks/1Q20L3g6Upu5KCmlIaJbOl,https://api.spotify.com/v1/audio-analysis/1Q20L3g6Upu5KCmlIaJbOl,397027.0,4.0,happy
"Bheegi Si Bhaagi Si (From ""Raajneeti"")",0,2014-12-15 03:58:39+00:00,2014.0,"['Pritam', 'Mohit Chauhan', 'Antara Mitra']",0.564,0.867,8.0,-6.21,1.0,0.121,0.361,0.0,0.262,0.815,88.919,audio_features,4n8cDruGYsIzPgAvaHuZa6,spotify:track:4n8cDruGYsIzPgAvaHuZa6,https://api.spotify.com/v1/tracks/4n8cDruGYsIzPgAvaHuZa6,https://api.spotify.com/v1/audio-analysis/4n8cDruGYsIzPgAvaHuZa6,278093.0,4.0,happy
"Tu Mohabbat Hai (From ""Tere Naal Love Ho Gaya"")",0,2014-12-15 03:59:36+00:00,2014.0,"['Atif Aslam', 'Monali Thakur', 'Priya Saraiya']",0.637,0.669,10.0,-6.333,1.0,0.0386,0.355,6.22e-05,0.0927,0.52,118.966,audio_features,3d9r20hdwRmjlwXU7OlijO,spotify:track:3d9r20hdwRmjlwXU7OlijO,https://api.spotify.com/v1/tracks/3d9r20hdwRmjlwXU7OlijO,https://api.spotify.com/v1/audio-analysis/3d9r20hdwRmjlwXU7OlijO,325747.0,4.0,happy
Bang Bang,0,2014-12-15 04:06:24+00:00,2014.0,"['Vishal-Shekhar', 'Benny Dayal', 'Neeti Mohan']",0.703,0.678,4.0,-8.644,0.0,0.0417,0.0478,7.02e-05,0.496,0.694,120.051,audio_features,5R7HpWXej6SiCrd9YJsC5g,spotify:track:5R7HpWXej6SiCrd9YJsC5g,https://api.spotify.com/v1/tracks/5R7HpWXej6SiCrd9YJsC5g,https://api.spotify.com/v1/audio-analysis/5R7HpWXej6SiCrd9YJsC5g,320000.0,4.0,happy
Uff,0,2014-12-15 04:06:30+00:00,2014.0,"['Vishal-Shekhar', 'Harshdeep Kaur', 'Benny Dayal']",0.783,0.671,5.0,-8.572,1.0,0.0639,0.294,0.0,0.134,0.651,141.996,audio_features,47NUN3Lr3wY4bvk6HhrJCk,spotify:track:47NUN3Lr3wY4bvk6HhrJCk,https://api.spotify.com/v1/tracks/47NUN3Lr3wY4bvk6HhrJCk,https://api.spotify.com/v1/audio-analysis/47NUN3Lr3wY4bvk6HhrJCk,272112.0,4.0,happy
Woh Lamhe Woh Baatein - Taken from the film Zeher,0,2014-12-15 04:07:08+00:00,2012.0,['Atif Aslam'],0.419,0.792,8.0,-5.95,0.0,0.0686,0.128,0.000448,0.0904,0.411,89.819,audio_features,0wjkwrXgI7DUJPuuybUsVw,spotify:track:0wjkwrXgI7DUJPuuybUsVw,https://api.spotify.com/v1/tracks/0wjkwrXgI7DUJPuuybUsVw,https://api.spotify.com/v1/audio-analysis/0wjkwrXgI7DUJPuuybUsVw,322040.0,4.0,happy
Saibo,73,2014-12-15 04:08:17+00:00,2011.0,"['Sachin-Jigar', 'Shreya Ghoshal', 'Tochi Raina']",0.619,0.429,2.0,-7.867,1.0,0.028,0.738,1.35e-05,0.136,0.545,90.058,audio_features,6udC4b4jOSnHb9ItnXgKLR,spotify:track:6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/tracks/6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/audio-analysis/6udC4b4jOSnHb9ItnXgKLR,195253.0,4.0,happy
"Thoda Thoda (From ""Jayantabhai Ki Luv Story"")",0,2014-12-15 04:08:34+00:00,2014.0,"['Shreya Ghoshal', 'Sachin-Jigar']",0.574,0.588,11.0,-6.774,1.0,0.0318,0.405,0.0,0.163,0.785,127.003,audio_features,6sWmf713MCsAIDNjKDsX0B,spotify:track:6sWmf713MCsAIDNjKDsX0B,https://api.spotify.com/v1/tracks/6sWmf713MCsAIDNjKDsX0B,https://api.spotify.com/v1/audio-analysis/6sWmf713MCsAIDNjKDsX0B,270234.0,4.0,happy
