name,popularity,date_added,release_year,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_emotion
Tumse Hi Tumse,56,2019-04-10 04:35:31+00:00,2010.0,"['Shekhar Ravjiani', 'Caralisa Monteiro']",0.7,0.526,0.0,-6.246,1.0,0.0355,0.0981,0.471,0.102,0.774,92.015,audio_features,6qNyL8lZuqFmy9ginJRQOZ,spotify:track:6qNyL8lZuqFmy9ginJRQOZ,https://api.spotify.com/v1/tracks/6qNyL8lZuqFmy9ginJRQOZ,https://api.spotify.com/v1/audio-analysis/6qNyL8lZuqFmy9ginJRQOZ,261559.0,4.0,happy
Slow Motion Angreza,58,2019-04-10 04:58:41+00:00,2013.0,"['Shankar-Ehsaan-Loy', 'Sukhwinder Singh', 'Loy Mendonsa', 'Shankar Mahadevan']",0.802,0.763,0.0,-6.456,1.0,0.0336,0.22,0.000396,0.128,0.789,120.078,audio_features,0JX7Es2j556FwtR6YqMKzP,spotify:track:0JX7Es2j556FwtR6YqMKzP,https://api.spotify.com/v1/tracks/0JX7Es2j556FwtR6YqMKzP,https://api.spotify.com/v1/audio-analysis/0JX7Es2j556FwtR6YqMKzP,260507.0,4.0,happy
Lamberghini,48,2019-04-10 05:00:25+00:00,2018.0,"['The Doorbeen', 'Ragini']",0.953,0.584,11.0,-7.57,1.0,0.0518,0.543,0.0,0.0786,0.861,104.007,audio_features,45P9g6kUb7itdonjjGjDdS,spotify:track:45P9g6kUb7itdonjjGjDdS,https://api.spotify.com/v1/tracks/45P9g6kUb7itdonjjGjDdS,https://api.spotify.com/v1/audio-analysis/45P9g6kUb7itdonjjGjDdS,216999.0,4.0,happy
Matargashti,67,2019-04-10 05:00:51+00:00,2015.0,['Mohit Chauhan'],0.792,0.63,0.0,-6.741,1.0,0.0682,0.102,0.0,0.0758,0.659,100.022,audio_features,5GeBgck1MU2tlIkMpsn8uT,spotify:track:5GeBgck1MU2tlIkMpsn8uT,https://api.spotify.com/v1/tracks/5GeBgck1MU2tlIkMpsn8uT,https://api.spotify.com/v1/audio-analysis/5GeBgck1MU2tlIkMpsn8uT,328052.0,4.0,happy
Kabhi Kabhi Aditi,72,2019-04-10 05:01:00+00:00,2008.0,['Rashid Ali'],0.791,0.558,7.0,-7.155,0.0,0.0661,0.276,0.0,0.0859,0.872,95.077,audio_features,3APdIdF8H0jsxSuGOqXedS,spotify:track:3APdIdF8H0jsxSuGOqXedS,https://api.spotify.com/v1/tracks/3APdIdF8H0jsxSuGOqXedS,https://api.spotify.com/v1/audio-analysis/3APdIdF8H0jsxSuGOqXedS,218836.0,4.0,happy
"Milegi Milegi (From ""Stree"")",55,2019-04-10 05:01:16+00:00,2018.0,"['Mika Singh', 'Sachin-Jigar']",0.843,0.892,2.0,-4.371,1.0,0.0527,0.0512,1.13e-06,0.101,0.655,125.991,audio_features,52uiJsA4FrtAZlgqxCJwJI,spotify:track:52uiJsA4FrtAZlgqxCJwJI,https://api.spotify.com/v1/tracks/52uiJsA4FrtAZlgqxCJwJI,https://api.spotify.com/v1/audio-analysis/52uiJsA4FrtAZlgqxCJwJI,153745.0,4.0,happy
"Tum Hi Ho Bandhu (From ""Cocktail"")",0,2019-04-10 05:02:14+00:00,2012.0,"['Neeraj Shridhar', 'Kavita Seth', 'Pritam']",0.714,0.892,11.0,-5.342,0.0,0.0516,0.00145,0.000817,0.0462,0.899,134.997,audio_features,2zZTXtLqCsICzEcztKjn47,spotify:track:2zZTXtLqCsICzEcztKjn47,https://api.spotify.com/v1/tracks/2zZTXtLqCsICzEcztKjn47,https://api.spotify.com/v1/audio-analysis/2zZTXtLqCsICzEcztKjn47,282012.0,4.0,happy
Uff Teri Adaa,67,2019-04-10 05:02:27+00:00,2010.0,"['Shankar Mahadevan', 'Alyssa Mendonsa']",0.647,0.792,2.0,-9.815,1.0,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,audio_features,0og9wKFGgFFNQnrBe7eisG,spotify:track:0og9wKFGgFFNQnrBe7eisG,https://api.spotify.com/v1/tracks/0og9wKFGgFFNQnrBe7eisG,https://api.spotify.com/v1/audio-analysis/0og9wKFGgFFNQnrBe7eisG,304089.0,4.0,happy
Ilahi (Reprise),54,2019-04-10 05:02:40+00:00,2013.0,"['Pritam', 'Mohit Chauhan']",0.568,0.921,9.0,-4.558,1.0,0.0771,0.277,3.59e-06,0.151,0.647,131.903,audio_features,5wdkKS3kWXBU9bklLVsAFs,spotify:track:5wdkKS3kWXBU9bklLVsAFs,https://api.spotify.com/v1/tracks/5wdkKS3kWXBU9bklLVsAFs,https://api.spotify.com/v1/audio-analysis/5wdkKS3kWXBU9bklLVsAFs,214796.0,4.0,happy
"Tu Meri (From ""Bang Bang"")",0,2019-04-10 05:04:09+00:00,2014.0,"['Vishal-Shekhar', 'Vishal Dadlani']",0.679,0.688,8.0,-5.522,1.0,0.0293,0.0773,0.0,0.704,0.424,127.951,audio_features,29GEhH79MHH2wzB7FXRQ2R,spotify:track:29GEhH79MHH2wzB7FXRQ2R,https://api.spotify.com/v1/tracks/29GEhH79MHH2wzB7FXRQ2R,https://api.spotify.com/v1/audio-analysis/29GEhH79MHH2wzB7FXRQ2R,257089.0,4.0,happy
Kar Gayi Chull,63,2019-04-10 05:04:23+00:00,2017.0,"['Badshah', 'Amaal Mallik', 'Fazilpuria', 'Sukriti Kakar', 'Neha Kakkar']",0.827,0.737,11.0,-5.473,0.0,0.0764,0.0316,0.000322,0.211,0.873,121.99,audio_features,3fPgIknlkDWXs1l2noKZbp,spotify:track:3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/tracks/3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/audio-analysis/3fPgIknlkDWXs1l2noKZbp,187711.0,4.0,happy
Saturday Saturday,60,2019-04-10 05:05:05+00:00,2014.0,"['Shaarib Toshi', 'Badshah', 'Indeep Bakshi', 'Akriti Kakar']",0.847,0.938,8.0,-4.615,1.0,0.0974,0.149,0.0,0.107,0.786,130.02,audio_features,7MvQQGqYE4r0ucTarmI2Gr,spotify:track:7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/tracks/7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/audio-analysis/7MvQQGqYE4r0ucTarmI2Gr,210799.0,4.0,happy
Dilliwaali Girlfriend,46,2019-04-10 05:05:10+00:00,2017.0,"['Arijit Singh', 'Sunidhi Chauhan']",0.688,0.941,6.0,-5.23,0.0,0.0583,0.0811,2.89e-06,0.0697,0.909,138.047,audio_features,6p56DuuwZQYSNgeB7fgRkZ,spotify:track:6p56DuuwZQYSNgeB7fgRkZ,https://api.spotify.com/v1/tracks/6p56DuuwZQYSNgeB7fgRkZ,https://api.spotify.com/v1/audio-analysis/6p56DuuwZQYSNgeB7fgRkZ,260552.0,4.0,happy
"Aahun Aahun (From ""Love Aaj Kal"")",0,2019-04-10 05:07:13+00:00,2009.0,"['Master Saleem', 'Neeraj Shridhar', ""Suzanne D'Mello""]",0.536,0.903,1.0,-5.501,0.0,0.307,0.154,4.5e-05,0.064,0.656,129.965,audio_features,1WrrcqB5cmqxJIJMcYk6fj,spotify:track:1WrrcqB5cmqxJIJMcYk6fj,https://api.spotify.com/v1/tracks/1WrrcqB5cmqxJIJMcYk6fj,https://api.spotify.com/v1/audio-analysis/1WrrcqB5cmqxJIJMcYk6fj,290493.0,4.0,happy
"London Thumakda (From ""Queen"")",57,2019-04-10 05:07:31+00:00,2017.0,"['Labh Janjua', 'Sonu Kakkar', 'Neha Kakkar']",0.835,0.718,0.0,-6.614,1.0,0.0816,0.363,0.000919,0.0625,0.64,139.968,audio_features,1VY2incfH4TLT9PCbot6lj,spotify:track:1VY2incfH4TLT9PCbot6lj,https://api.spotify.com/v1/tracks/1VY2incfH4TLT9PCbot6lj,https://api.spotify.com/v1/audio-analysis/1VY2incfH4TLT9PCbot6lj,230468.0,4.0,happy
Subha Hone Na De,66,2019-04-10 05:07:42+00:00,2011.0,"['Pritam', 'Mika Singh', 'Shefali Alvares']",0.727,0.9,8.0,-4.529,1.0,0.0452,0.0805,0.0464,0.154,0.505,131.97,audio_features,6WediUhXDfm8FR3wlM0r3G,spotify:track:6WediUhXDfm8FR3wlM0r3G,https://api.spotify.com/v1/tracks/6WediUhXDfm8FR3wlM0r3G,https://api.spotify.com/v1/audio-analysis/6WediUhXDfm8FR3wlM0r3G,288696.0,4.0,happy
Sadi Gali,62,2019-04-10 05:07:45+00:00,2011.0,['Lehmber Hussainpuri'],0.726,0.994,5.0,-2.433,0.0,0.0543,0.021,0.0108,0.222,0.779,129.989,audio_features,1tEto4JrqNmBZFH5uAiYqb,spotify:track:1tEto4JrqNmBZFH5uAiYqb,https://api.spotify.com/v1/tracks/1tEto4JrqNmBZFH5uAiYqb,https://api.spotify.com/v1/audio-analysis/1tEto4JrqNmBZFH5uAiYqb,264900.0,4.0,happy
Char Baj Gaye - Party Abhi Baaki Hai,55,2019-04-10 05:08:05+00:00,2011.0,"['Sachin-Jigar', 'Hard Kaur']",0.95,0.694,10.0,-7.089,0.0,0.0516,0.0317,1.93e-06,0.137,0.961,119.972,audio_features,1eFH9kh7L63Zb8FDqjbwZJ,spotify:track:1eFH9kh7L63Zb8FDqjbwZJ,https://api.spotify.com/v1/tracks/1eFH9kh7L63Zb8FDqjbwZJ,https://api.spotify.com/v1/audio-analysis/1eFH9kh7L63Zb8FDqjbwZJ,213880.0,4.0,happy
Na Na Na Na,52,2019-04-10 05:09:28+00:00,2015.0,['J Star'],0.905,0.863,3.0,-3.76,1.0,0.0413,0.376,1.44e-05,0.0916,0.807,95.0,audio_features,5GjxbFTZAMhrVfVrNrrwrG,spotify:track:5GjxbFTZAMhrVfVrNrrwrG,https://api.spotify.com/v1/tracks/5GjxbFTZAMhrVfVrNrrwrG,https://api.spotify.com/v1/audio-analysis/5GjxbFTZAMhrVfVrNrrwrG,209730.0,4.0,happy
OH HO HO HO (Original Song),52,2019-04-10 05:09:34+00:00,1999.0,['Sukhbir'],0.733,0.963,10.0,-5.06,1.0,0.0665,0.0558,1.32e-05,0.0766,0.91,145.05,audio_features,3NpNTYETMcXspfs8hE8T7h,spotify:track:3NpNTYETMcXspfs8hE8T7h,https://api.spotify.com/v1/tracks/3NpNTYETMcXspfs8hE8T7h,https://api.spotify.com/v1/audio-analysis/3NpNTYETMcXspfs8hE8T7h,367818.0,4.0,happy
Let The Music Play - Original Vocal Mix,47,2019-04-10 05:09:46+00:00,2008.0,['Shamur'],0.93,0.531,4.0,-6.122,0.0,0.0971,0.0141,0.0,0.0529,0.797,113.988,audio_features,5YRmAigOIXQRUcT5hPCLLB,spotify:track:5YRmAigOIXQRUcT5hPCLLB,https://api.spotify.com/v1/tracks/5YRmAigOIXQRUcT5hPCLLB,https://api.spotify.com/v1/audio-analysis/5YRmAigOIXQRUcT5hPCLLB,221054.0,4.0,happy
Daru Badnaam,64,2019-04-10 05:10:14+00:00,2016.0,"['Param Singh', 'Kamal Kahlon', 'Pratik Studio']",0.541,0.676,8.0,-3.893,0.0,0.153,0.442,0.0,0.159,0.845,90.037,audio_features,2TzyJEUfWHGRsk3r6Emvbk,spotify:track:2TzyJEUfWHGRsk3r6Emvbk,https://api.spotify.com/v1/tracks/2TzyJEUfWHGRsk3r6Emvbk,https://api.spotify.com/v1/audio-analysis/2TzyJEUfWHGRsk3r6Emvbk,185333.0,4.0,happy
Coca Cola Tu,38,2019-04-10 05:10:59+00:00,2018.0,"['Tony Kakkar', 'Young Desi']",0.838,0.713,0.0,-4.21,0.0,0.0877,0.464,6.64e-05,0.141,0.95,96.988,audio_features,10KNL7VQECMVOWA3HGxBQY,spotify:track:10KNL7VQECMVOWA3HGxBQY,https://api.spotify.com/v1/tracks/10KNL7VQECMVOWA3HGxBQY,https://api.spotify.com/v1/audio-analysis/10KNL7VQECMVOWA3HGxBQY,191999.0,4.0,happy
Oh Ho Ho Ho (Remix),63,2019-04-10 05:12:58+00:00,2017.0,"['Sukhbir', 'Ikka']",0.676,0.935,5.0,-3.499,0.0,0.0892,0.00917,0.0,0.097,0.802,144.944,audio_features,3F0I9AkbRwz12yz7Hxn0bF,spotify:track:3F0I9AkbRwz12yz7Hxn0bF,https://api.spotify.com/v1/tracks/3F0I9AkbRwz12yz7Hxn0bF,https://api.spotify.com/v1/audio-analysis/3F0I9AkbRwz12yz7Hxn0bF,244417.0,4.0,happy
Suit Suit,58,2019-04-10 05:13:02+00:00,2017.0,"['Guru Randhawa', 'Arjun']",0.767,0.869,2.0,-3.381,0.0,0.0908,0.14,0.0,0.221,0.751,98.208,audio_features,5Nd4DTIDWYkkZfi1NpgvJk,spotify:track:5Nd4DTIDWYkkZfi1NpgvJk,https://api.spotify.com/v1/tracks/5Nd4DTIDWYkkZfi1NpgvJk,https://api.spotify.com/v1/audio-analysis/5Nd4DTIDWYkkZfi1NpgvJk,190132.0,4.0,happy
Ucha Lamba Kad,59,2019-04-10 05:13:40+00:00,2017.0,['Anand Raj Anand'],0.716,0.807,10.0,-6.944,1.0,0.0753,0.0259,0.0,0.308,0.74,89.963,audio_features,3exgkJ0BYO9WYe1KtRnELm,spotify:track:3exgkJ0BYO9WYe1KtRnELm,https://api.spotify.com/v1/tracks/3exgkJ0BYO9WYe1KtRnELm,https://api.spotify.com/v1/audio-analysis/3exgkJ0BYO9WYe1KtRnELm,279745.0,4.0,happy
Kala Chasma,0,2019-04-10 05:16:01+00:00,2002.0,"['Kam Dhillon', 'Amar Arshi']",0.83,0.6,9.0,-7.826,1.0,0.0633,0.0039,0.000101,0.263,0.369,105.975,audio_features,646OD5HyK4hBHQ04oW8tDJ,spotify:track:646OD5HyK4hBHQ04oW8tDJ,https://api.spotify.com/v1/tracks/646OD5HyK4hBHQ04oW8tDJ,https://api.spotify.com/v1/audio-analysis/646OD5HyK4hBHQ04oW8tDJ,268302.0,4.0,happy
Let's Nacho,56,2019-04-10 05:16:10+00:00,2017.0,"['Nucleya', 'Benny Dayal', 'Badshah']",0.742,0.947,0.0,-3.749,1.0,0.0321,0.0906,0.0221,0.0721,0.88,130.043,audio_features,67ZZqOrQH4Bshguxw9GPkh,spotify:track:67ZZqOrQH4Bshguxw9GPkh,https://api.spotify.com/v1/tracks/67ZZqOrQH4Bshguxw9GPkh,https://api.spotify.com/v1/audio-analysis/67ZZqOrQH4Bshguxw9GPkh,215076.0,4.0,happy
The Humma Song,63,2019-04-10 05:16:33+00:00,2017.0,"['A.R. Rahman', 'Badshah', 'Tanishk Bagchi', 'Shashaa Tirupati', 'Jubin Nautiyal']",0.721,0.65,0.0,-6.95,0.0,0.135,0.0115,0.00014,0.34,0.392,130.487,audio_features,7heMX7gyHP0mhTlNgd7Lxd,spotify:track:7heMX7gyHP0mhTlNgd7Lxd,https://api.spotify.com/v1/tracks/7heMX7gyHP0mhTlNgd7Lxd,https://api.spotify.com/v1/audio-analysis/7heMX7gyHP0mhTlNgd7Lxd,179658.0,5.0,happy
"Sunny Sunny (From ""Yaariyan"")",57,2019-04-10 05:16:37+00:00,2018.0,"['Yo Yo Honey Singh', 'Neha Kakkar']",0.794,0.878,11.0,-7.502,0.0,0.078,0.00138,0.029,0.197,0.352,129.978,audio_features,1TaeNA6443E9MHtbGXV0s8,spotify:track:1TaeNA6443E9MHtbGXV0s8,https://api.spotify.com/v1/tracks/1TaeNA6443E9MHtbGXV0s8,https://api.spotify.com/v1/audio-analysis/1TaeNA6443E9MHtbGXV0s8,243319.0,4.0,happy
"Chaiyya Chaiyya (From ""Dil Se"")",51,2019-04-10 05:16:55+00:00,2016.0,"['Sukhwinder Singh', 'Sapna Awasthi']",0.786,0.579,2.0,-14.913,1.0,0.142,0.186,0.0,0.118,0.481,90.012,audio_features,7ltsfuHdqTZ5LwPpDy1q0v,spotify:track:7ltsfuHdqTZ5LwPpDy1q0v,https://api.spotify.com/v1/tracks/7ltsfuHdqTZ5LwPpDy1q0v,https://api.spotify.com/v1/audio-analysis/7ltsfuHdqTZ5LwPpDy1q0v,416613.0,4.0,happy
"Morni Banke (From ""Badhaai Ho"")",60,2019-04-10 05:16:59+00:00,2019.0,"['Guru Randhawa', 'Neha Kakkar']",0.816,0.922,11.0,-2.963,0.0,0.149,0.178,0.0,0.373,0.887,95.006,audio_features,5x3K3Ld54TtkYKdQvrFOV3,spotify:track:5x3K3Ld54TtkYKdQvrFOV3,https://api.spotify.com/v1/tracks/5x3K3Ld54TtkYKdQvrFOV3,https://api.spotify.com/v1/audio-analysis/5x3K3Ld54TtkYKdQvrFOV3,198026.0,4.0,happy
Nashe Si Chadh Gayi,72,2019-04-10 05:17:04+00:00,2016.0,"['Vishal-Shekhar', 'Arijit Singh', 'Caralisa Monteiro', 'Jaideep Sahni']",0.799,0.784,4.0,-5.207,0.0,0.0519,0.11,2.84e-06,0.227,0.26,96.953,audio_features,0biCSADTAblvLTLtJz4pXO,spotify:track:0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/tracks/0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/audio-analysis/0biCSADTAblvLTLtJz4pXO,237876.0,4.0,happy
Senorita,63,2019-04-10 05:17:18+00:00,2011.0,"['Farhan Akhtar', 'Hrithik Roshan', 'Abhay Deol', 'Maria Del Mar Fernandez']",0.701,0.681,9.0,-6.442,1.0,0.0466,0.134,0.0,0.064,0.81,122.539,audio_features,3TAhWtQnpoL5Vl9VQPl9fU,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/tracks/3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/audio-analysis/3TAhWtQnpoL5Vl9VQPl9fU,229576.0,4.0,happy
Moorni,0,2019-04-10 05:17:21+00:00,2010.0,['Panjabi MC'],0.669,0.877,11.0,-3.336,0.0,0.163,0.242,2.22e-05,0.0911,0.921,90.392,audio_features,6AGXnSDmGrJ78K9NHN8AT1,spotify:track:6AGXnSDmGrJ78K9NHN8AT1,https://api.spotify.com/v1/tracks/6AGXnSDmGrJ78K9NHN8AT1,https://api.spotify.com/v1/audio-analysis/6AGXnSDmGrJ78K9NHN8AT1,264627.0,4.0,happy
Bom Diggy Diggy,65,2019-04-10 05:19:25+00:00,2018.0,"['Zack Knight', 'Jasmin Walia']",0.782,0.827,11.0,-4.219,0.0,0.0627,0.159,0.0,0.226,0.498,104.032,audio_features,6qCNaRRr5xJALfNJvh0NAw,spotify:track:6qCNaRRr5xJALfNJvh0NAw,https://api.spotify.com/v1/tracks/6qCNaRRr5xJALfNJvh0NAw,https://api.spotify.com/v1/audio-analysis/6qCNaRRr5xJALfNJvh0NAw,238530.0,4.0,happy
Masti Ki Paathshala,47,2019-04-10 05:19:54+00:00,2005.0,"['A.R. Rahman', 'Naresh Iyer', 'Mohammed Aslam']",0.845,0.686,7.0,-6.728,1.0,0.0781,0.00131,5.35e-05,0.129,0.874,146.954,audio_features,2cZ2Q33G9mkS8fIVKM591T,spotify:track:2cZ2Q33G9mkS8fIVKM591T,https://api.spotify.com/v1/tracks/2cZ2Q33G9mkS8fIVKM591T,https://api.spotify.com/v1/audio-analysis/2cZ2Q33G9mkS8fIVKM591T,219853.0,4.0,happy
Ho Jayegi Balle Balle,52,2019-04-10 05:21:18+00:00,1997.0,['Daler Mehndi'],0.774,0.991,0.0,-6.151,1.0,0.0778,0.182,0.000403,0.0305,0.825,141.931,audio_features,6ZdUoU3nGE4elsw4HSu5fu,spotify:track:6ZdUoU3nGE4elsw4HSu5fu,https://api.spotify.com/v1/tracks/6ZdUoU3nGE4elsw4HSu5fu,https://api.spotify.com/v1/audio-analysis/6ZdUoU3nGE4elsw4HSu5fu,289533.0,4.0,happy
"Tan Tana Tan Tan (From ""Judwaa"")",48,2019-04-10 05:21:41+00:00,2016.0,"['Abhijeet', 'Poornima']",0.794,0.962,1.0,-9.801,0.0,0.0719,0.0659,7.89e-06,0.119,0.682,122.926,audio_features,6SGrMlcWUFe4tY2zmz3n4R,spotify:track:6SGrMlcWUFe4tY2zmz3n4R,https://api.spotify.com/v1/tracks/6SGrMlcWUFe4tY2zmz3n4R,https://api.spotify.com/v1/audio-analysis/6SGrMlcWUFe4tY2zmz3n4R,397453.0,4.0,happy
,0,2019-04-10 05:22:28+00:00,0.0,[''],0.845,0.659,9.0,-6.348,1.0,0.0373,0.159,0.0129,0.0782,0.547,125.965,audio_features,4JQxGJ8jsKW8pOUVoAgOZr,spotify:track:4JQxGJ8jsKW8pOUVoAgOZr,https://api.spotify.com/v1/tracks/4JQxGJ8jsKW8pOUVoAgOZr,https://api.spotify.com/v1/audio-analysis/4JQxGJ8jsKW8pOUVoAgOZr,210952.0,4.0,happy
Character Dheela,62,2019-04-10 05:22:32+00:00,2011.0,"['Pritam', 'Neeraj Shridhar', 'Amrita Kak']",0.783,0.889,1.0,-2.691,0.0,0.0598,0.108,3.06e-05,0.333,0.851,111.983,audio_features,1r4oikmMdZZiGHkPA4hSoe,spotify:track:1r4oikmMdZZiGHkPA4hSoe,https://api.spotify.com/v1/tracks/1r4oikmMdZZiGHkPA4hSoe,https://api.spotify.com/v1/audio-analysis/1r4oikmMdZZiGHkPA4hSoe,226300.0,4.0,happy
Dhup chik,3,2019-04-10 05:30:21+00:00,2014.0,['Jessy'],0.687,0.911,1.0,-6.247,1.0,0.0588,0.0254,0.0,0.366,0.543,121.985,audio_features,4wIhVDtiho0yn8pC5o1E2E,spotify:track:4wIhVDtiho0yn8pC5o1E2E,https://api.spotify.com/v1/tracks/4wIhVDtiho0yn8pC5o1E2E,https://api.spotify.com/v1/audio-analysis/4wIhVDtiho0yn8pC5o1E2E,133043.0,4.0,happy
Jee Karda,39,2019-04-10 05:32:26+00:00,2008.0,"['Pritam', 'Labh Janjua', 'Suzie Q']",0.854,0.847,8.0,-4.616,1.0,0.0451,0.125,0.000124,0.0512,0.845,120.006,audio_features,5yjKSIOtsenie9jgdSS5wr,spotify:track:5yjKSIOtsenie9jgdSS5wr,https://api.spotify.com/v1/tracks/5yjKSIOtsenie9jgdSS5wr,https://api.spotify.com/v1/audio-analysis/5yjKSIOtsenie9jgdSS5wr,291082.0,4.0,happy
"Rum Whisky (From ""Vicky Donor"")",0,2019-04-10 05:32:30+00:00,2012.0,['Akshay Verma'],0.716,0.899,5.0,-5.29,0.0,0.0485,0.0751,0.00246,0.145,0.754,139.976,audio_features,2IbvIRyVjgKOOTn3DJuOk9,spotify:track:2IbvIRyVjgKOOTn3DJuOk9,https://api.spotify.com/v1/tracks/2IbvIRyVjgKOOTn3DJuOk9,https://api.spotify.com/v1/audio-analysis/2IbvIRyVjgKOOTn3DJuOk9,244920.0,4.0,happy
"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",56,2019-04-10 05:32:44+00:00,2016.0,"['Kumar Sanu', 'Alka Yagnik']",0.613,0.696,8.0,-9.486,0.0,0.0504,0.136,0.00222,0.053,0.874,122.056,audio_features,2k2wbpYLNBmaI6o06KWOgN,spotify:track:2k2wbpYLNBmaI6o06KWOgN,https://api.spotify.com/v1/tracks/2k2wbpYLNBmaI6o06KWOgN,https://api.spotify.com/v1/audio-analysis/2k2wbpYLNBmaI6o06KWOgN,474653.0,4.0,happy
"Banno (From ""Tannu Weds Manu Returns"")",0,2019-04-10 05:32:54+00:00,2015.0,"['Brijesh Shandilya', 'Swati Sharma']",0.758,0.877,7.0,-5.047,1.0,0.0806,0.138,1.92e-05,0.085,0.707,108.011,audio_features,78LZUVqzZzsuNfT6G782pP,spotify:track:78LZUVqzZzsuNfT6G782pP,https://api.spotify.com/v1/tracks/78LZUVqzZzsuNfT6G782pP,https://api.spotify.com/v1/audio-analysis/78LZUVqzZzsuNfT6G782pP,196173.0,4.0,happy
Neend Churayee Meri,65,2019-04-10 05:33:10+00:00,2000.0,"['Kumar Sanu', 'Udit Narayan', 'Alka Yagnik', 'Kavita Krishnamurthy']",0.774,0.934,5.0,-6.422,1.0,0.0516,0.118,0.00284,0.0897,0.882,105.968,audio_features,2oVJZVH1hlxP3MxyDFRSEb,spotify:track:2oVJZVH1hlxP3MxyDFRSEb,https://api.spotify.com/v1/tracks/2oVJZVH1hlxP3MxyDFRSEb,https://api.spotify.com/v1/audio-analysis/2oVJZVH1hlxP3MxyDFRSEb,346720.0,4.0,happy
Jumme Ki Raat,47,2019-04-10 05:33:37+00:00,2014.0,"['Mika Singh', 'Palak Muchhal']",0.688,0.954,1.0,-3.076,0.0,0.145,0.209,0.00326,0.0387,0.766,140.186,audio_features,2xHMxag2921urhJvdUOmPk,spotify:track:2xHMxag2921urhJvdUOmPk,https://api.spotify.com/v1/tracks/2xHMxag2921urhJvdUOmPk,https://api.spotify.com/v1/audio-analysis/2xHMxag2921urhJvdUOmPk,273854.0,4.0,happy
Party All Night - Remix(Remix By Dj Angel),22,2019-04-10 05:33:51+00:00,2013.0,['Yo Yo Honey Singh'],0.746,0.946,6.0,-4.114,0.0,0.0589,0.045,0.000435,0.287,0.946,130.017,audio_features,2ZAr63BlljaAiveJyUrU1L,spotify:track:2ZAr63BlljaAiveJyUrU1L,https://api.spotify.com/v1/tracks/2ZAr63BlljaAiveJyUrU1L,https://api.spotify.com/v1/audio-analysis/2ZAr63BlljaAiveJyUrU1L,240305.0,4.0,happy
Maston Ka Jhund,52,2019-04-10 05:34:05+00:00,2013.0,"['Shankar-Ehsaan-Loy', 'Divya Kumar']",0.806,0.909,1.0,-5.295,1.0,0.0658,0.0267,0.000343,0.057,0.653,119.996,audio_features,3lSa2IIHfPmusFdvxFh9yE,spotify:track:3lSa2IIHfPmusFdvxFh9yE,https://api.spotify.com/v1/tracks/3lSa2IIHfPmusFdvxFh9yE,https://api.spotify.com/v1/audio-analysis/3lSa2IIHfPmusFdvxFh9yE,274013.0,4.0,happy
Aankh Marey,55,2019-04-10 05:34:20+00:00,2018.0,"['Neha Kakkar', 'Mika Singh', 'Kumar Sanu']",0.796,0.978,5.0,-1.266,0.0,0.0955,0.289,0.00254,0.346,0.8,129.999,audio_features,2UE5pVmMGjfD5XUQTpYpD6,spotify:track:2UE5pVmMGjfD5XUQTpYpD6,https://api.spotify.com/v1/tracks/2UE5pVmMGjfD5XUQTpYpD6,https://api.spotify.com/v1/audio-analysis/2UE5pVmMGjfD5XUQTpYpD6,212741.0,4.0,happy
Ding Dang,0,2019-04-10 05:34:44+00:00,2017.0,"['Amit Mishra', 'Antara Mitra', 'Javed-Mohsin']",0.818,0.762,6.0,-4.51,0.0,0.0473,0.0718,2.34e-06,0.0401,0.543,113.034,audio_features,5BddgREMlA4QjKJLQF99fY,spotify:track:5BddgREMlA4QjKJLQF99fY,https://api.spotify.com/v1/tracks/5BddgREMlA4QjKJLQF99fY,https://api.spotify.com/v1/audio-analysis/5BddgREMlA4QjKJLQF99fY,202567.0,4.0,happy
Afghan Jalebi (Film Version),63,2019-04-10 05:34:53+00:00,2015.0,"['Pritam', 'Akhtar Chinnal']",0.84,0.884,0.0,-3.217,1.0,0.334,0.427,0.0,0.0885,0.972,118.007,audio_features,1rEVydQSe04NJUqyyEyeEq,spotify:track:1rEVydQSe04NJUqyyEyeEq,https://api.spotify.com/v1/tracks/1rEVydQSe04NJUqyyEyeEq,https://api.spotify.com/v1/audio-analysis/1rEVydQSe04NJUqyyEyeEq,224207.0,4.0,happy
